cislo,spol,ico,sektor,nace,druh,zeme,inv_eur,inv_usd,inv_czk,nova_mista,pod_dane,pob_mista,pob_rekv,pob_pozem,pob_kap,mira_podpory,strop,okres,kraj,region_nuts,podani,rozh_den,rozh_mesic,rozh_rok,msp,zruseno
434,Ravensburger Karton s.r.o.,25257064,gumárenský a plastikářský,,výroba,Německo,6.138757718852161,8.146541335261508,169,65.0,T,J,R,,,0.3,50.7,Svitavy,Pardubický,,2007,,srpen,2007,False,False
435,Contratex s.r.o.,27962369,textilní,,výroba,Německo,7.767257703563436,9.186041776945315,225.6,100.0,T,,,,,0.4,41.7,Cheb,Karlovarský,,2006,,srpen,2007,False,False
436,"KRONOSPAN CR,spol. s r.o.",62417690,dřevozpracující a papírenský,,výroba,Kypr,49.83654195423175,66.13641841407568,1372,0.0,T,,,,,0.3,411.6,Jihlava,Vysočina,,2007,,srpen,2007,False,False
437,"Matador-Dongwon CZ, s.r.o.",27799492,výroba dopravních prostředků,,výroba,Korea,15.637803408504045,18.494238364754263,454.2,196.0,T,J,R,,,0.4,167.3,Frýdek-Místek,Moravskoslezský,,2006,,srpen,2007,False,False
438,"VEBA, textilní závody a.s.",45534276,textilní,,výroba,Česká republika,9.008354522339266,11.95468787659677,248,79.0,T,,,,,0.3,74.4,Náchod,Královéhradecký,,2007,,srpen,2007,False,False
439,"Wistron InfoComm (Czech), s.r.o.",27714152,elektronický a elektrotechnický,,výroba,Tchaj-wan,8.212132219397022,10.898047722342733,226.08,603.0,T,,R,,,0.4,79.26,Brno-město,Jihomoravský,,2007,,srpen,2007,False,False
440,Arjowiggins Czech Republic koncernový podnik s.r.o.,27626989,ostatní,,výroba,Francie,8.876570838354278,10.49798444562075,257.82,130.0,T,,,,,0.36,92.82,Tachov,Plzeňský,,2006,,srpen,2007,False,False
441,Vítkovice Recycling a.s.,27781291,kovodělný a kovozpracující,,výroba,Česká republika,8.626952415546675,11.448541817305374,237.5,18.0,T,,,,,0.3,71.25,Ostrava-město,Moravskoslezský,,2007,,srpen,2007,False,True
442,"BATZ CZECH, s.r.o.",27764052,výroba dopravních prostředků,,výroba,Španělsko,9.534326189611333,12.652687394552904,262.48,114.0,T,J,R,,,0.4,100.78,Frýdek-Místek,Moravskoslezský,,2007,,září,2007,False,False
443,Wikov MGI a.s.,26491826,strojírenský,,výroba,Česká republika,23.792226661823463,31.57387322246324,655,173.0,T,,,,,0.4,260.0,Náchod,Královéhradecký,,2007,,říjen,2007,False,False
444,"RUBE OIL, s.r.o.",27774198,chemický a farmaceutický,,výroba,Česká republika,15.110788231020704,20.053024825259097,416,25.0,T,,,,,0.45,179.19,Prostějov,Olomoucký,,2007,,říjen,2007,True,False
445,"Aoyama Automotive Fasteners Czech, s.r.o.",26695081,strojírenský,,výroba,Japonsko,12.277515437704322,16.293082670523017,338,140.0,T,J,R,,,0.3,101.4,Litoměřice,Ústecký,,2007,,říjen,2007,False,False
446,s.n.o.p. cz a.s.,63998203,výroba dopravních prostředků,,výroba,Francie,7.991282237559026,10.604965051819715,220,150.0,T,J,R,,,0.4,88.0,Břeclav,Jihomoravský,,2007,,říjen,2007,False,False
447,Europahaus-Holzindustries s.r.o.,27302946,dřevozpracující a papírenský,,výroba,Německo,16.992371957864147,22.550012051096648,467.8,530.0,T,J,R,L,,0.45,210.51,Most,Ústecký,,2007,,říjen,2007,True,False
448,"Suchánek & Walraven, s.r.o.",25927850,strojírenský,,výroba,Nizozemí,9.462404649473301,12.557242709086527,260.5,259.0,T,,,,,0.3,75.4,Semily,Liberecký,,2007,,listopad,2007,False,False
449,JTEKT Automotive Czech Pardubice s.r.o.,26764181,výroba dopravních prostředků,,výroba,Japonsko,21.177624409734833,28.104121475054228,583.02,115.0,T,,,,,0.4,233.21,Pardubice,Pardubický,,2007,,listopad,2007,False,False
450,SEJONG Czech s.r.o.,27607631,výroba dopravních prostředků,,výroba,Korea,18.06162850748838,21.360804593020887,524.6,270.0,T,J,R,,,0.4,197.37,Karviná,Moravskoslezský,,2006,,listopad,2007,False,False
451,Rodenstock ČR s.r.o.,61173614,elektronický a elektrotechnický,,výroba,Německo,8.143479840174354,10.806941431670282,224.19,52.0,T,,,,,0.36,80.59,Klatovy,Plzeňský,,2007,,listopad,2007,False,False
452,KOVOLIS HEDVIKOV a.s.,61058041,výroba dopravních prostředků,,výroba,Česká republika,9.807482746095168,13.015184381778742,270,45.0,T,,,,,0.3,81.0,Chrudim,Pardubický,,2007,,listopad,2007,False,True
453,ŠKODA AUTO a.s.,177041,výroba dopravních prostředků,,výroba,Německo,49.745731928804936,66.01590744757773,1369.5,500.0,T,,,,,0.4,547.8,Mladá Boleslav,Středočeský,,2007,,prosinec,2007,False,True
454,"FORMPLAST PURKERT, s.r.o.",27531708,gumárenský a plastikářský,,výroba,Česká republika,5.88993824918271,7.8163412870571225,162.15,40.0,T,,,,,0.375,60.8,Ústí nad Orlicí,Pardubický,,2007,,leden,2008,True,False
455,"Styrotrade, s.r.o.",26152924,gumárenský a plastikářský,,výroba,Česká republika,5.448601525608427,7.230657989877079,150,120.0,T,J,,,,0.375,54.19,Bruntál,Moravskoslezský,,2007,,leden,2008,True,True
456,DONALDSON CZECH REPUBLIC s.r.o.,26694778,výroba dopravních prostředků,,výroba,Nizozemí,15.284416999636758,20.283441793203178,420.78,143.0,T,J,,,,0.4,168.31,Chomutov,Ústecký,,2007,,leden,2008,False,False
457,RETAL Czech a.s.,26116219,gumárenský a plastikářský,,výroba,Kypr,17.596803487104975,23.352133044107013,484.44,20.0,T,,,,,0.3,134.38,Mělník,Středočeský,,2007,,leden,2008,False,True
458,HELUZ s.r.o.,28068262,ostatní,,výroba,Česká republika,28.151107882310207,37.358399614364906,775,50.0,T,J,R,,,0.3,232.2,Znojmo,Jihomoravský,,2007,,leden,2008,False,False
459,Koyo Steering Systems Czech s.r.o.,26734851,výroba dopravních prostředků,,výroba,Francie,13.650563022157646,18.11520848397204,375.8,130.0,T,,,,,0.36,135.28,Plzeň-město,Plzeňský,,2007,,leden,2008,False,False
460,Kofola a.s.,27767680,potravinářský,,výroba,Česká republika,20.23973846712677,26.85948421306339,557.2,79.0,T,,,,,0.3,161.04,"Bruntál, Mladá Boleslav","Moravskoslezský, Středočeský",,2007,,leden,2008,False,False
461,STANDARD GRANITE s.r.o.,26108020,ostatní,,výroba,Česká republika,8.168180167090446,10.839720414557725,224.87,50.0,T,,,,,0.45,101.19,Jihlava,Vysočina,,2007,,leden,2008,True,False
462,"Wienerberger cihelna Hodonín, spol. s r.o.",28073461,ostatní,,výroba,Rakousko,26.912459135488557,35.714630031332845,740.9,39.0,T,J,R,,,0.3,201.69,Hodonín,Jihomoravský,,2007,,leden,2008,False,False
463,RAI MOST s.r.o.,27897478,gumárenský a plastikářský,,výroba,Nizozemí,30.584816563748635,40.58809351651,842,369.0,T,J,R,,,0.4,294.52,Most,Ústecký,,2007,,leden,2008,False,False
464,Hyundai Motor Manufacturing Czech s.r.o.,27773035,výroba dopravních prostředků,,výroba,Korea,1185.3640902048546,1401.8852559143288,34428.9,3514.0,T,J,R,L,,0.15,4892.940255,Frýdek-Místek,Moravskoslezský,,2006,,leden,2008,False,False
465,KAMAX s.r.o.,47455705,strojírenský,,výroba,Německo,12.531783508899382,16.630513376717282,345,45.0,T,,,,,0.3,103.5,Semily,Liberecký,,2007,,leden,2008,False,False
466,PHA Czech s.r.o.,27872092,výroba dopravních prostředků,,výroba,Korea,11.046857973120233,14.65991805254278,304.12,200.0,T,J,R,,,0.4,121.65,Karviná,Moravskoslezský,,2007,,leden,2008,False,False
467,"ELFE, s.r.o.",47973293,strojírenský,,výroba,Česká republika,5.23065746458409,6.941431670281995,144,98.0,T,J,R,,,0.5,69.75,Bruntál,Moravskoslezský,,2007,,únor,2008,True,False
468,Nitto Denko Czech s.r.o.,27866386,elektronický a elektrotechnický,,výroba,Japonsko,27.68289139120959,36.73704507110147,762.11,156.0,T,,R,,,0.4,304.84,Brno-město,Jihomoravský,,2007,,únor,2008,False,True
469,Novibra Boskovice s.r.o.,46995030,strojírenský,,výroba,Švýcarsko,10.897203051216854,14.461315979754158,300,41.0,T,,,,,0.4,120.0,Blansko,Jihomoravský,,2007,,únor,2008,False,False
470,"SIAG CZ, s.r.o.",47124539,strojírenský,,výroba,Německo,8.61859789320741,11.437454808387564,237.27,50.0,T,,,,,0.3,71.18,Chrudim,Pardubický,,2007,,únor,2008,False,True
471,WILDEN CZECH spol. s r.o.,48360716,gumárenský a plastikářský,,výroba,Německo,11.421721758082091,15.157387322246324,314.44,189.0,T,,,,,0.27,84.89,Domažlice ,Plzeňský,,2007,,únor,2008,False,False
472,Graziano Trasmissioni Czech s.r.o.,27426360,výroba dopravních prostředků,,výroba,Itálie,13.989829277152197,18.565437454808386,385.14,94.0,T,,,,,0.4,148.46,Náchod,Královéhradecký,,2007,,únor,2008,False,True
473,"TATRA, a.s.",45193444,výroba dopravních prostředků,,výroba,Česká republika,47.43915728296404,62.954928898529765,1306,163.0,T,,R,,,0.4,522.4,Nový Jičín,Moravskoslezský,,2007,,březen,2008,False,False
474,"BAUMIT,  spol. s r.o.",48038296,ostatní,,výroba,Rakousko,12.522702506356701,16.618462280067487,344.75,45.0,T,J,R,,,0.3,100.81,Karviná,Moravskoslezský,,2007,,březen,2008,False,False
475,"IMG Bohemia, s.r.o.",49824732,gumárenský a plastikářský,,výroba,Česká republika,8.26734471485652,10.971318389973487,227.6,30.0,T,J,R,,,0.375,85.35,"Hodonín, Tábor","Jihomoravský, Jihočeský",,2007,,březen,2008,True,False
476,"Kingspan, a.s.",64829201,ostatní,,výroba,Nizozemí,21.794406102433708,28.922631959508315,600,60.0,T,,,,,0.3,180.0,Hradec Králové,Královéhradecký,,2007,,březen,2008,False,False
477,TSR Czech Republic s.r.o.,40614875,ostatní,,výroba,Německo,11.590265165274245,15.38105567606652,319.08,19.0,T,,,,,0.27,86.35,"České Budějovice, Plzeň-město, Jihlava","Jihočeský, Vysočina, Plzeňský",,2007,,březen,2008,False,False
478,Brose CZ spol. s r.o.,61465704,výroba dopravních prostředků,,výroba,Německo,61.9248092989466,82.17835623041697,1704.79,245.0,T,,,,,0.4,607.86,Nový Jičín,Moravskoslezský,,2007,,březen,2008,False,True
479,ABnote Czech s.r.o.,61975583,gumárenský a plastikářský,,výroba,Slovensko,6.127860515800943,8.132080019281753,168.7,25.0,T,J,R,,,0.3,50.61,Ostrava-město,Moravskoslezský,,2007,,duben,2008,False,False
480,Haselmeier s.r.o.,26422531,chemický a farmaceutický,,výroba,Švýcarsko,6.102433708681438,8.098336948662327,168,204.0,T,,,,,0.56,94.08,Plzeň-jih,Plzeňský,,2007,,duben,2008,True,False
481,DONGHEE Czech s.r.o.,27793117,výroba dopravních prostředků,,výroba,Korea,27.679807195730763,32.73586058064254,803.96,238.0,T,J,R,,,0.4,303.54,Karviná,Moravskoslezský,,2006,,duben,2008,False,False
482,"Styroprofile, a.s.",28180488,gumárenský a plastikářský,,výroba,Česká republika,9.037413730475844,11.993251385876114,248.8,110.0,T,J,,,,0.375,93.3,Bruntál,Moravskoslezský,,2007,,duben,2008,True,False
